periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-AN010. Third dose IPT (IPT3),105-AN01a. ANC 1st Visit for women,105-AN01b. ANC 1st Visit for women (1st Trimester),105-AN02. ANC 4th Visit for women,105-AN03. ANC 4+ visits for Women,105-AN04. ANC 8 contacts/visits for women,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-AN06a. Total Referrals to ANC unit,105-AN06b. Referrals to ANC unit from community services,105-AN07a. Total ANC Referrals from unit,105-AN07b. ANC Referrals from unit for mothers newly enrolled in MCH groups,105-AN08. First dose IPT (IPT1),105-AN09. Second dose IPT (IPT2),105-AN11. IPT Dose 4+,105-AN12a. TB Screening for ANC clients - Screened for TB,105-AN12b. TB Screening for ANC clients - Presumed to have TB,105-AN12c. TB Screening for ANC clients - Diagnosed with  TB,105-AN13a. Blood and Rhesus Group (O) - Total,105-AN13b. Blood and Rhesus Group (O) - Rhesus(O+),105-AN14a. Blood and Rhesus Group (A) - Total,105-AN14b. Blood and Rhesus Group (A) - Rhesus(A+),105-AN15a. Blood and Rhesus Group (B) - Total,105-AN15b. Blood and Rhesus Group (B) - Rhesus(B+),105-AN16a. Blood and Rhesus Group (AB) - Total,105-AN16b. Blood and Rhesus Group (AB) - Rhesus(AB+),105-AN17. Pregnant women who were tested for Anaemia using Hb Test at ANC 1st contact / visit,105-AN18. Pregnant women with Hb <10g/dl at ANC 1st contact / visit,105-AN19. Pregnant women who were tested for anaemia using Hb test at ANC after 36 weeks,105-AN20. Pregnant women with Anaemia (Hb <10g/dl) at ANC after 36 weeks,105-AN21. Pregnant Women receiving atleast 30 tablets of Iron/Folic Acid at ANC 1st contact /  Visit,105-AN22. Pregnant Women receiving atleast 30 tablets of Iron/Folic Acid at ANC after 36 weeks,105-AN23. Pregnant Women receiving LLINs at ANC 1st visit,105-AN24a. Pregnant women who received obstetric ultra sound scan during any ANC visits - Total,105-AN24b. Pregnant women who received obstetric ultra sound scan during any ANC visits - Done at or before 24 weeks,105-AN25a. Pregnant women dewormed or receiving mebendazole - Total,105-AN25b. Pregnant women dewormed or receiving mebendazole - Done after 28 weeks,105-AN26a. Pregnant Women tested for syphilis for first time during this pregnancy,105-AN26b. Pregnant Women tested for syphilis for first time during this pregnancy - Positive,105-AN26c. Pregnant Women tested for syphilis for first time during this pregnancy - Started on Treatment,105-AN27a. Male partners tested for syphilis,105-AN27b. Male partners tested for syphilis -Positive,105-AN27c. Male partners tested for syphilis (Started on Treatment),105-AN28a. Pregnant women tested for Hepatitis B,105-AN28b. Pregnant women tested for Hepatitis B - Positive,105-AN28c. Pregnant women tested for Hepatitis B - Started on Treatment,105-AN29a. Pregnant women newly tested for HIV in this pregnancy at any ANC visit (TR & TRR) - total,105-AN29b. Pregnant women newly tested for HIV in this pregnancy at any ANC visit (TR & TRR) - ANC 1,105-AN30a. Pregnant Women tested HIV+ for 1st time this pregnancy (TRR) at any ANC Visit - Total,105-AN30b. Pregnant Women tested HIV+ for 1st time this pregnancy (TRR) at any ANC Visit - ANC 1,105-AN31a. HIV+ Pregnant women assessed by CD4 - Total,105-AN31b. HIV+ Pregnant women assessed by CD4 - ANC 1,"105-AN32. HIV+ pregnant women initiated on ART for eMTCT at any visit irrespective of when tested HIV+ (TRR,TRR+,TRR,TRRK)",105-AN33a. Total Pregnant Women who knew status before 1st ANC - TRK + TRRK,105-AN33b. Pregnant Women who knew status before 1st ANC - HIV+ TRRK,105-AN34a. HIV+ pregnant women already on ART before 1st ANC - Total(ART-K),105-AN34b. HIV+ pregnant women already on ART before 1st ANC - Viral Load Sample collected(ART-K),105-AN34c. HIV+ pregnant women already on ART before 1st ANC - Viral Load Results returned(ART-K),105-AN34d. HIV+ pregnant women already on ART before 1st ANC - Viral Load Suppressed(ART-K),105-AN35a. Pregnant women who re-tested later in pregnancy - Total (TR+ &TRR+),105-AN35b. Pregnant women who re-tested later in pregnancy - HIV+ (TRR+),105-AN36. HIV+ pregnant women given ARV prophylaxis for the un born infants for the 1st time in ANC,105-AN37a. Pregnant women given self-testing kits for their male partners - Total,105-AN37b. Pregnant women given self-testing kits for their male partners - Tests returned HIV+,105-AN37c. Pregnant women given self-testing kits for their male partners - Tests returned HIV-,105-AN38a. Male partners received HIV test results in eMTCT - Total tested (TR & TRR),105-AN38b. Male partners received HIV test results in eMTCT - HIV+ (TRR),105-AN39a. Male partners with a known status at their first visit as a couple in ANC - Total (TRK & TRRK),105-AN39b. Male partners with a known status at their first visit as a couple in ANC - HIV+ (TRRK),105-AN40. HIV+ Male partners initiated on ART in the ANC setting,105-AN41. Number of discordant couples identified in ANC,105-AN42a. Pregnant women who received Counselling (Maternal Nutrition ) - Total,105-AN42b. Pregnant women who received Counselling (Maternal Nutrition) - HIV+,105-AN42c. Pregnant women who received Counselling (Infant Feeding ) - Total,105-AN42d. Pregnant women who received Counselling (Infant Feeding ) - HIV+
202106,June 2021,202106,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,9.0,27.0,,8.0,5.0,,61.0,,,,,22.0,3.0,5.0,61.0,,,,,,,,,,,,,,,27.0,,,30.0,9.0,,,,,,,,,,,,27.0,26.0,,,,,,1.0,1.0,1.0,1.0,,,3.0,,,,,,1.0,,,,,,61.0,6.0,61.0,6.0
202106,June 2021,202106,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,18.0,23.0,2.0,8.0,4.0,,77.0,,,,,19.0,16.0,10.0,77.0,0.0,0.0,21.0,21.0,13.0,13.0,7.0,5.0,1.0,1.0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,22.0,22.0,,,,,,1.0,1.0,1.0,,,,5.0,0.0,0.0,,,,,,,,,,77.0,6.0,77.0,6.0
202106,June 2021,202106,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,63.0,188.0,98.0,126.0,19.0,1.0,641.0,5.0,,,,188.0,233.0,91.0,641.0,1.0,,129.0,128.0,100.0,98.0,93.0,93.0,44.0,42.0,188.0,11.0,45.0,6.0,188.0,124.0,188.0,,,474.0,201.0,185.0,,,,,,,,,188.0,188.0,,,,,1.0,,,,,,,123.0,1.0,1.0,,,,,,,,,,641.0,1.0,641.0,1.0
202106,June 2021,202106,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,13.0,26.0,,13.0,6.0,1.0,77.0,,,,,21.0,20.0,18.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,11.0,,1.0,1.0,30.0,24.0,24.0,,,,,,,,,23.0,23.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,11.0,3.0,30.0,
202106,June 2021,202106,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,25.0,103.0,60.0,37.0,4.0,,229.0,,,,,80.0,54.0,29.0,,,,48.0,48.0,30.0,30.0,15.0,15.0,11.0,11.0,,,,,103.0,27.0,,36.0,11.0,81.0,15.0,103.0,,,6.0,,,,,,100.0,100.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,,,16.0,,,,,,8.0,,3.0,3.0,,,103.0,1.0,103.0,1.0
202106,June 2021,202106,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,39.0,111.0,78.0,28.0,58.0,,231.0,,,,,61.0,47.0,50.0,,,,,,,,,,,,,,,,111.0,5.0,111.0,8.0,1.0,76.0,5.0,78.0,4.0,4.0,,,,22.0,4.0,,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,8.0,16.0,4.0,5.0,3.0,,51.0,,,,,16.0,17.0,7.0,51.0,,,,,,,,,,,,,,,4.0,1.0,16.0,30.0,11.0,49.0,13.0,42.0,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,51.0,2.0,51.0,2.0
202106,June 2021,202106,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,16.0,21.0,7.0,20.0,12.0,,101.0,,,,,16.0,41.0,12.0,101.0,,,7.0,6.0,2.0,2.0,7.0,7.0,3.0,3.0,13.0,1.0,,,21.0,21.0,12.0,,,20.0,9.0,23.0,1.0,1.0,,,,,,,21.0,20.0,1.0,,,,1.0,,,,,,,9.0,,,8.0,,8.0,,,,,,,101.0,6.0,101.0,6.0
202106,June 2021,202106,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,37.0,,,,,,1.0,1.0,1.0,1.0,,,27.0,,,,,,26.0,,1.0,1.0,,,151.0,6.0,151.0,6.0
202106,June 2021,202106,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,8.0,25.0,5.0,13.0,18.0,,55.0,,,,,14.0,29.0,3.0,55.0,,,,,,,,,,,,,,,25.0,,25.0,,,25.0,20.0,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,25.0,
202106,June 2021,202106,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,55.0,162.0,69.0,53.0,41.0,,431.0,,,10.0,10.0,112.0,99.0,40.0,431.0,,,204.0,197.0,97.0,97.0,81.0,81.0,21.0,21.0,162.0,5.0,16.0,1.0,162.0,18.0,97.0,162.0,122.0,116.0,11.0,162.0,,,,,,,,,162.0,153.0,1.0,1.0,,,1.0,9.0,9.0,9.0,9.0,,,11.0,,1.0,,,,,,,,,,162.0,10.0,162.0,10.0
202106,June 2021,202106,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Mulagi Health Centre III,udCPHdcVeb7,Mulagi Health Centre III,,,24.0,34.0,5.0,15.0,12.0,0.0,121.0,0.0,0.0,0.0,0.0,33.0,27.0,14.0,121.0,,,13.0,12.0,5.0,5.0,12.0,12.0,1.0,1.0,34.0,2.0,,,29.0,,34.0,,,32.0,4.0,34.0,0.0,0.0,3.0,,,,,,34.0,34.0,,,,,,,,,,,,16.0,1.0,,,,,3.0,,,,,,121.0,1.0,121.0,1.0
202106,June 2021,202106,,MOH - Uganda,North Central,Luwero District,Bamunanika Subcounty,Mulajje Health Centre III,zqfPMKhrHd1,Mulajje Health Centre III,,,5.0,12.0,3.0,2.0,1.0,,21.0,,,,,7.0,2.0,3.0,,,,,,,,,,,,2.0,1.0,,,11.0,,11.0,,,11.0,1.0,11.0,,,2.0,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,21.0,1.0,21.0,1.0
202106,June 2021,202106,,MOH - Uganda,South Central,Wakiso District,Kyengera Town Council,Nabbingo Health Centre II,ac7OhvMEosK,Nabbingo Health Centre II,,,11.0,11.0,1.0,7.0,5.0,,54.0,,,,,11.0,18.0,11.0,,,,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,,,,,10.0,1.0,10.0,,,52.0,16.0,11.0,,,,,,,,,11.0,11.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,52.0,2.0,52.0,2.0
202106,June 2021,202106,,MOH - Uganda,Busoga,Kamuli District,Balawoli Subcounty,Nabulezi Health Centre II,tblUABgAaZA,Nabulezi Health Centre II,,,10.0,22.0,7.0,15.0,,,50.0,,,42.0,,13.0,15.0,5.0,42.0,,,,,,,,,,,,,,,22.0,15.0,22.0,,,42.0,15.0,42.0,,,9.0,,,,,,22.0,22.0,,,,,,,,,,,,,,,,,,10.0,,,,,,42.0,,42.0,
202106,June 2021,202106,,MOH - Uganda,North Central,Kiboga District,Muwanga Subcounty,Nabwendo Health Centre III,J64jaeaqOc6,Nabwendo Health Centre III,,,7.0,17.0,3.0,6.0,3.0,,37.0,,,,,15.0,3.0,7.0,37.0,,,13.0,13.0,6.0,6.0,8.0,7.0,2.0,2.0,14.0,,1.0,,17.0,1.0,,5.0,1.0,24.0,9.0,14.0,,,4.0,,,4.0,,,15.0,15.0,,,1.0,,,2.0,2.0,2.0,1.0,,,3.0,,,5.0,,5.0,9.0,,,,,,37.0,4.0,37.0,4.0
202106,June 2021,202106,,MOH - Uganda,South Central,Wakiso District,Kakiri Subcounty,Nadangira Health Centre III,TKpSl9J25U1,Nadangira Health Centre III,,,42.0,63.0,8.0,37.0,30.0,0.0,237.0,0.0,0.0,2.0,2.0,56.0,57.0,34.0,0.0,0.0,0.0,28.0,27.0,17.0,17.0,11.0,11.0,5.0,5.0,55.0,13.0,0.0,0.0,63.0,30.0,63.0,,,237.0,63.0,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,,,,,2.0,,,,3.0,,,,,,237.0,6.0,237.0,6.0
202106,June 2021,202106,,MOH - Uganda,South Central,Masaka District,Buwunga Subcounty,Nakasojjo Health Centre III,Hv485zI15KB,Nakasojjo Health Centre III,,,,25.0,20.0,8.0,21.0,1.0,70.0,,,,,5.0,4.0,,70.0,,,,,,,,,,,,,,,,,,,,9.0,1.0,13.0,3.0,1.0,,,,,,,19.0,19.0,,,,,,6.0,6.0,6.0,,,,,,,,,,,,1.0,1.0,,,70.0,6.0,70.0,6.0
202106,June 2021,202106,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Namagabi Health Centre II,q3aAGW0y5PH,Namagabi Health Centre II,,,2.0,3.0,,,1.0,,10.0,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,3.0,,,1.0,,3.0,,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,Bukedi,Budaka District,Budaka Town Council,Namengo Health Centre III,dJd3ohZ6VTQ,Namengo Health Centre III,,,25.0,36.0,10.0,15.0,17.0,1.0,118.0,,,,,36.0,22.0,34.0,118.0,,,,,,,,,,,36.0,,,,36.0,9.0,,,,72.0,11.0,36.0,,,,,,36.0,,,36.0,25.0,,,,,,,,,,,,24.0,,,,,,,,,,,,118.0,,118.0,
202106,June 2021,202106,,MOH - Uganda,Busoga,Kamuli District,Kitayunjwa Subcounty,Naminage Health Centre II,T0oqCwE0vOw,Naminage Health Centre II,,,32.0,76.0,29.0,57.0,5.0,,217.0,67.0,67.0,32.0,,65.0,44.0,27.0,215.0,25.0,,,,,,,,,,,,,,47.0,29.0,76.0,,,27.0,27.0,76.0,6.0,6.0,4.0,2.0,2.0,,,,76.0,76.0,,,,,,,,,,,,,,,,,,26.0,,,,,,215.0,,215.0,
202106,June 2021,202106,,MOH - Uganda,Busoga,Kamuli District,Kitayunjwa Subcounty,Namisambya Health Centre II,SyvXEPay46Q,Namisambya Health Centre II,,,6.0,29.0,14.0,7.0,,,37.0,,,,,14.0,7.0,,36.0,,,,,,,,,,,,,,,,,14.0,,,29.0,,14.0,2.0,2.0,5.0,1.0,1.0,,,,40.0,29.0,,,,,,,,,,,,2.0,,,,,,5.0,,2.0,,,,36.0,,36.0,
202106,June 2021,202106,,MOH - Uganda,South Central,Wakiso District,Kakiri Subcounty,Nampunge Health Centre II,O3FdvltAUSh,Nampunge Health Centre II,,,12.0,22.0,1.0,12.0,7.0,,76.0,6.0,,3.0,,22.0,23.0,6.0,76.0,,,10.0,10.0,3.0,3.0,6.0,6.0,,,,,,,22.0,9.0,22.0,10.0,1.0,35.0,11.0,21.0,3.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,76.0,3.0,76.0,3.0
202106,June 2021,202106,,MOH - Uganda,Busoga,Jinja District,Butagaya Subcounty,Nawampandha Health Centre II,OJAHaxY7rug,Nawampandha Health Centre II,,,4.0,10.0,2.0,3.0,1.0,,30.0,,,,,10.0,9.0,3.0,26.0,,,,,,,,,,,,,,,10.0,1.0,10.0,,,15.0,8.0,10.0,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,North Central,Kayunga District,Nazigo Town Council,Nazigo Mission Health Centre II,Wt9Xc9u5KQ1,Nazigo Mission Health Centre II,,,25.0,32.0,,12.0,8.0,1.0,102.0,,,,,28.0,25.0,18.0,,,,,,,,,,,,,,,,29.0,11.0,,,,26.0,20.0,,,,,,,39.0,0.0,,32.0,32.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,Teso,Ngora District,Ngora Town Council,Ngora Freda Carr Hospital,MNhe4FaQw7v,Ngora Freda Carr Hospital,,,21.0,32.0,4.0,14.0,9.0,,101.0,1.0,,,,23.0,21.0,23.0,101.0,,,,,,,,,,,,,,,,2.0,32.0,,,25.0,7.0,31.0,,,,,,,,,31.0,31.0,,,,,,1.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,,,,,,101.0,5.0,101.0,5.0
202106,June 2021,202106,,MOH - Uganda,South Central,Lwengo District,Kkingo Subcounty,Nkoni Health Centre III,EBmWiWJFu2L,Nkoni Health Centre III,,,20.0,45.0,31.0,33.0,7.0,,140.0,,,,,25.0,29.0,33.0,,,,,,,,,,,,,,,,45.0,,45.0,35.0,11.0,35.0,8.0,45.0,,,,,,,,,42.0,42.0,,,,,,3.0,3.0,3.0,,,,4.0,,,13.0,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,Tooro,Kabarole District,Ruteete Subcounty,Nkuruba Health Centre III,NPsUXWauJwy,Nkuruba Health Centre III,,,8.0,25.0,7.0,6.0,9.0,,80.0,,,,,24.0,17.0,12.0,80.0,,,33.0,33.0,17.0,16.0,12.0,12.0,10.0,10.0,20.0,7.0,1.0,,23.0,1.0,23.0,,,50.0,5.0,23.0,6.0,6.0,,,,,,,23.0,23.0,,,,,,2.0,2.0,2.0,2.0,,,12.0,,,4.0,,4.0,,,,,,,80.0,9.0,80.0,9.0
202106,June 2021,202106,,MOH - Uganda,South Central,Mpigi District,Muduuma Subcounty,Nswanjere Health Centre III,VXTxQRCiH2C,Nswanjere Health Centre III,,,11.0,23.0,9.0,7.0,,,66.0,,,,,21.0,23.0,7.0,66.0,,,30.0,30.0,13.0,13.0,14.0,14.0,4.0,3.0,23.0,,2.0,,9.0,2.0,10.0,4.0,1.0,55.0,2.0,2.0,,,1.0,,,,,,23.0,23.0,,,,,,,,,,,,,,1.0,,,,,,,,,,66.0,2.0,66.0,2.0
202106,June 2021,202106,,MOH - Uganda,South Central,Sembabule District,Ntuusi Town Council,Ntuusi Health Centre III,DWXYwCh0PuW,Ntuusi Health Centre III,,,10.0,32.0,21.0,28.0,3.0,0.0,112.0,1.0,0.0,1.0,0.0,31.0,23.0,32.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,32.0,96.0,47.0,62.0,1.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,112.0,2.0,112.0,2.0
202106,June 2021,202106,,MOH - Uganda,Bugisu,Mbale District,Nyondo Subcounty,Nyondo Health Centre III,vaNMmgaScuW,Nyondo Health Centre III,,,12.0,33.0,33.0,28.0,3.0,,102.0,,,,,33.0,25.0,27.0,100.0,,,25.0,25.0,14.0,13.0,9.0,9.0,5.0,5.0,1.0,,,,23.0,1.0,24.0,,,41.0,9.0,33.0,,,,,,,,,33.0,33.0,,,,,,,,,,,,20.0,,,,,,,,,,,,100.0,,100.0,
202106,June 2021,202106,,MOH - Uganda,North Central,Nakasongola District,Nakasongola Town Council,Our Lady Nakasongola Health Centre III,FWFO4gWgFSk,Our Lady Nakasongola Health Centre III,,,16.0,34.0,30.0,24.0,7.0,,95.0,5.0,,2.0,,26.0,20.0,12.0,95.0,,,54.0,52.0,24.0,24.0,16.0,16.0,1.0,1.0,34.0,3.0,8.0,1.0,11.0,18.0,33.0,19.0,4.0,30.0,11.0,34.0,1.0,1.0,4.0,,,,,,30.0,30.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,,,2.0,,1.0,,,,6.0,,2.0,,,2.0,95.0,6.0,95.0,6.0
202106,June 2021,202106,,MOH - Uganda,Tooro,Kamwenge District,Kamwenge Town Council,Padre Pio Health Centre IV,XuummkDfiEK,Padre Pio Health Centre IV,,,37.0,49.0,32.0,44.0,31.0,,227.0,8.0,,,,47.0,36.0,43.0,227.0,,,85.0,85.0,90.0,89.0,46.0,45.0,6.0,6.0,50.0,,23.0,,50.0,23.0,44.0,,,48.0,3.0,48.0,,,23.0,,,2.0,,,43.0,43.0,,,,,,6.0,3.0,3.0,3.0,,,38.0,,,,,,20.0,,2.0,2.0,,18.0,227.0,25.0,227.0,25.0
202106,June 2021,202106,,MOH - Uganda,Bukedi,Pallisa District,Pallisa Town Council,Pallisa Mission Health Centre III,o9Cx4B22Mu5,Pallisa Mission Health Centre III,,,85.0,138.0,117.0,112.0,,,473.0,,,,,138.0,139.0,111.0,,,,71.0,71.0,20.0,20.0,34.0,34.0,12.0,12.0,,,,,138.0,112.0,,,,473.0,85.0,138.0,1.0,1.0,,,,,,,136.0,136.0,,,,,,2.0,2.0,2.0,,,,112.0,,,,,,,,,,,,473.0,2.0,473.0,2.0
202106,June 2021,202106,,MOH - Uganda,Busoga,Jinja City,Jinja North Division,Soft Power Clinic,qCl4oiQptB0,Soft Power Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,South Central,Masaka District,Bukakata Subcounty,Ssunga Health Centre III,EJjtvQaTkx8,Ssunga Health Centre III,,,25.0,39.0,9.0,36.0,5.0,,147.0,11.0,,3.0,,31.0,30.0,29.0,147.0,,,58.0,58.0,18.0,18.0,14.0,14.0,2.0,2.0,27.0,1.0,2.0,,30.0,5.0,5.0,25.0,3.0,,,39.0,2.0,2.0,,,,6.0,,,36.0,36.0,,,,,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,147.0,3.0,147.0,3.0
202106,June 2021,202106,,MOH - Uganda,Teso,Bukedea District,Kachumbala Subcounty,St Martha Maternity Home,CJfa9yR5Db5,St Martha Maternity Home,,,14.0,23.0,2.0,8.0,5.0,,57.0,,,,,21.0,20.0,13.0,57.0,,,,,,,,,,,,,,,23.0,14.0,23.0,,,34.0,20.0,23.0,,,,,,,,,23.0,23.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,57.0,1.0,57.0,1.0
202106,June 2021,202106,,MOH - Uganda,Tooro,Kyenjojo District,Butiiti Town Council,St. Adolf Health Centre II,Xdt1jdUOQm2,St. Adolf Health Centre II,,,4.0,26.0,10.0,15.0,18.0,,68.0,,,,,14.0,11.0,32.0,,,,,,,,,,,,,,,,10.0,,26.0,,,9.0,,21.0,1.0,1.0,3.0,,,,,,38.0,25.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,St. Aloysius Namabaale,DYuQQTl4VFn,St. Aloysius Namabaale,,,2.0,10.0,6.0,3.0,1.0,,37.0,,,,,14.0,9.0,1.0,,,,,,,,,,,,,,,,8.0,10.0,,3.0,,21.0,8.0,,,,,,,,,,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,South Central,Kyotera District,Kasaali Town Council,St. Andrews Bkira Maria Health Centre IV,HXw8RJKyuDz,St. Andrews Bkira Maria Health Centre IV,,,10.0,22.0,4.0,5.0,9.0,,61.0,,,,,22.0,7.0,11.0,61.0,,,6.0,6.0,7.0,7.0,4.0,4.0,,,9.0,2.0,,,16.0,1.0,9.0,,,25.0,7.0,21.0,,,3.0,,,,,,20.0,20.0,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,3.0,,1.0,1.0,,,61.0,1.0,61.0,1.0
202106,June 2021,202106,,MOH - Uganda,Bukedi,Tororo District,Eastern Division,St. Anthony's Hospital,iOwO7cTQKfH,St. Anthony's Hospital,,,1.0,31.0,11.0,20.0,90.0,0.0,146.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,145.0,0.0,0.0,52.0,52.0,28.0,28.0,35.0,35.0,8.0,8.0,2.0,0.0,0.0,0.0,11.0,0.0,31.0,36.0,8.0,10.0,4.0,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,2.0,2.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,145.0,2.0,145.0,2.0
202106,June 2021,202106,,MOH - Uganda,Bugisu,Mbale City,Industrial Division,St. Austin Mbale Health Centre II,MtE5RAbwwNx,St. Austin Mbale Health Centre II,,,20.0,32.0,22.0,22.0,14.0,,130.0,,,,,16.0,32.0,18.0,130.0,,,,,,,,,,,,,,,32.0,130.0,6.0,8.0,,14.0,2.0,32.0,,,8.0,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,8.0,,,,,,130.0,,130.0,
202106,June 2021,202106,,MOH - Uganda,North Central,Kyankwanzi District,Kyankwanzi Subcounty,St. Balikudembe Health Centre III,H461gSsRGrd,St. Balikudembe Health Centre III,,,11.0,16.0,,28.0,9.0,1.0,54.0,,,,,13.0,17.0,9.0,,,,,,,,,,,,,,,,3.0,3.0,15.0,8.0,1.0,29.0,29.0,13.0,,,13.0,,,13.0,,,22.0,15.0,,,,,,1.0,1.0,1.0,,,,,,,,,,8.0,,,,,,,,,
202106,June 2021,202106,,MOH - Uganda,South Central,Rakai District,Kifamba Subcounty,St. Bernard Mannya Health Centre III,a7obyfFdJ8u,St. Bernard Mannya Health Centre III,,,26.0,36.0,6.0,27.0,26.0,1.0,168.0,14.0,,,,34.0,39.0,44.0,168.0,,,5.0,5.0,1.0,1.0,1.0,1.0,,,1.0,,,,36.0,16.0,,65.0,13.0,30.0,8.0,28.0,,,,,,,,,33.0,33.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,4.0,1.0,1.0,1.0,1.0,,168.0,12.0,168.0,12.0
