periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202306,June 2023,202306,,MOH - Uganda,North Central,Kassanda District,Kassanda Town Council,St. Gabriel Mirembe Maria Health Centre III,vh8cOiWZOv9,St. Gabriel Mirembe Maria Health Centre III,,,389.0,7.0,141.0,15.0,81.0,128.0,48.0,193.0,103.0,47.0,60.0,56.0,47.0,60.0,48.0,4.0,,,,,,,,,,,,,,,,,,,,,176.0,,,81.0,168.0,77.0
202306,June 2023,202306,,MOH - Uganda,North Central,Mubende District,Madudu Subcounty,St. Joseph Madudu Health Centre III,alZgEM25r1K,St. Joseph Madudu Health Centre III,,,415.0,8.0,93.0,7.0,81.0,73.0,52.0,0.0,125.0,52.0,53.0,73.0,52.0,53.0,60.0,13.0,,,,,,,,,,,,,,,,,,,,,132.0,,,81.0,187.0,96.0
202306,June 2023,202306,,MOH - Uganda,South Central,Kalungu District,Kyamulibwa Town Council,St. Joseph Of the Good Shepherd Health Centre,aTbmzoEvT5z,St. Joseph Of the Good Shepherd Health Centre,,,766.0,33.0,249.0,77.0,107.0,120.0,21.0,21.0,22.0,25.0,25.0,22.0,27.0,23.0,15.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,107.0,17.0,59.0
202306,June 2023,202306,,MOH - Uganda,North Central,Mityana District,Busimbi Division,St. Jude Naama Health Centre III,AlO9MzUULQ7,St. Jude Naama Health Centre III,,,190.0,10.0,47.0,10.0,23.0,32.0,17.0,,20.0,27.0,21.0,20.0,27.0,21.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,82.0,724.0
202306,June 2023,202306,,MOH - Uganda,South Central,Wakiso District,Kira Division,St. Kizito Health Health Centre III,hciTS8BI8Lx,St. Kizito Health Health Centre III,,,294.0,1.0,89.0,7.0,26.0,15.0,10.0,,10.0,12.0,12.0,5.0,11.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,26.0,28.0,19.0
202306,June 2023,202306,,MOH - Uganda,North Central,Luwero District,Busiika Town Council,St. Kizito Natyole Health Centre III,M7RLcStmJql,St. Kizito Natyole Health Centre III,,,848.0,0.0,75.0,21.0,91.0,118.0,84.0,84.0,111.0,44.0,34.0,43.0,30.0,27.0,68.0,,,,,,,,,,,,,,,,,,,,,,252.0,,,91.0,115.0,43.0
202306,June 2023,202306,,MOH - Uganda,North Central,Mityana District,Busimbi Division,St. Luke Kiyinda Mityana Diocese Health Centre III,ocmJzmqmXWX,St. Luke Kiyinda Mityana Diocese Health Centre III,,,435.0,25.0,49.0,12.0,34.0,57.0,11.0,,26.0,26.0,23.0,29.0,26.0,23.0,26.0,12.0,,,,,,,,,,,,,,,,,,,,,138.0,,,34.0,13.0,984.0
202306,June 2023,202306,,MOH - Uganda,North Central,Luwero District,Bombo Town Council,St. Luke Namaliga Health Centre IV,a01gDo4KauR,St. Luke Namaliga Health Centre IV,,,515.0,10.0,129.0,19.0,57.0,94.0,32.0,32.0,38.0,38.0,28.0,21.0,37.0,27.0,36.0,,,,,,,,,,,,,,,,,,,,,,301.0,,,57.0,151.0,5.0
202306,June 2023,202306,,MOH - Uganda,South Central,Wakiso District,Ndejje Division,St. Magdalene Health Centre II,FzK1K0WRsFW,St. Magdalene Health Centre II,,,1250.0,6.0,,5.0,5.0,73.0,20.0,17.0,89.0,42.0,43.0,42.0,42.0,43.0,36.0,,,,,,,,,,,,,,,,,,,,,,82.0,,,4.0,103.0,104.0
202306,June 2023,202306,,MOH - Uganda,Tooro,Kyenjojo District,Mabira Town Council,St. Martins-Mabra Health Centre III,HEvqMCVc5qD,St. Martins-Mabra Health Centre III,,,186.0,,192.0,45.0,251.0,282.0,106.0,,128.0,128.0,135.0,131.0,128.0,135.0,96.0,45.0,,,,,,,,,,,,,,,,,,,,,394.0,,,251.0,100.0,31.0
202306,June 2023,202306,,MOH - Uganda,North Central,Luwero District,Butuntumula Subcounty,St. Mary's Kasaala Health Centre IV,DAcqiebFOcd,St. Mary's Kasaala Health Centre IV,,,574.0,23.0,106.0,13.0,73.0,198.0,28.0,17.0,18.0,26.0,20.0,19.0,15.0,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,1023.0,,,73.0,13.0,
202306,June 2023,202306,,MOH - Uganda,South Central,Bukomansimbi District,Bukomansimbi Town Council,St. Mary's Maternity & Nursing Home,VCIAE5Bta3H,St. Mary's Maternity & Nursing Home,,,68.0,0.0,27.0,21.0,,82.0,23.0,0.0,16.0,22.0,17.0,17.0,27.0,22.0,18.0,,,,,,,2.0,,,,2.0,,,1.0,,0.0,0.0,,,,,96.0,,,,8.0,
202306,June 2023,202306,,MOH - Uganda,North Central,Kassanda District,Kiganda Town Council,St. Matia Mulumba Health Centre III,Ae8byorr2lF,St. Matia Mulumba Health Centre III,,,187.0,2.0,91.0,28.0,29.0,134.0,61.0,,110.0,75.0,69.0,76.0,96.0,74.0,47.0,,,,,,,,,,,,,,,,,,,,,,122.0,,,29.0,381.0,462.0
202306,June 2023,202306,,MOH - Uganda,South Central,Bukomansimbi District,Bukomansimbi Town Council,St. Mechtilda Kitaasa Health Centre III,agQsp6hFdZa,St. Mechtilda Kitaasa Health Centre III,,,605.0,28.0,89.0,10.0,84.0,83.0,10.0,10.0,16.0,17.0,19.0,16.0,17.0,19.0,25.0,,,,,,,,,,,,,,,,,,,,,,216.0,,,84.0,12.0,21.0
202306,June 2023,202306,,MOH - Uganda,South Central,Kalungu District,Lwabenge Subcounty,St. Monica Birongo Health Centre III,lQ9FxeRMd8s,St. Monica Birongo Health Centre III,,,349.0,69.0,175.0,45.0,116.0,117.0,41.0,0.0,62.0,34.0,28.0,30.0,34.0,27.0,25.0,8.0,,,,,,,,,,,,,,,,,,,,,123.0,,,116.0,69.0,65.0
202306,June 2023,202306,,MOH - Uganda,South Central,Mpigi District,Kiringente Subcounty,St. Monica Katende Health Centre III,aLQq5QTDV2s,St. Monica Katende Health Centre III,,,671.0,83.0,61.0,16.0,94.0,161.0,42.0,42.0,114.0,47.0,55.0,66.0,47.0,51.0,65.0,12.0,,,,,,,,,,,,,,,,,,,,,109.0,,,94.0,60.0,66.0
202306,June 2023,202306,,MOH - Uganda,North Central,Mityana District,Bulera Subcounty,St. Noah Buyambi Health Centre III,GAp2zlJ35sn,St. Noah Buyambi Health Centre III,,,111.0,1.0,80.0,6.0,6.0,25.0,8.0,,7.0,8.0,12.0,9.0,8.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,542.0,696.0
202306,June 2023,202306,,MOH - Uganda,North Central,Kyankwanzi District,Masodde-Karagi Town Council,St. Noah Vvumba Health Centre II,SPuSIQfsoKF,St. Noah Vvumba Health Centre II,,,180.0,,,5.0,12.0,51.0,7.0,7.0,44.0,20.0,28.0,24.0,20.0,28.0,13.0,12.0,,,,,,,,,,,,,,,,6.0,,,,,24.0,,,12.0,20.0,
202306,June 2023,202306,,MOH - Uganda,North Central,Mityana District,Busunju Town Council,St. Padre Pio Mirembe Health Centre III,l3oOKBFWJkz,St. Padre Pio Mirembe Health Centre III,,,245.0,142.0,37.0,15.0,65.0,62.0,31.0,0.0,54.0,49.0,49.0,33.0,49.0,49.0,23.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,65.0,69.0,432.0
202306,June 2023,202306,,MOH - Uganda,South Central,Lwengo District,Kyazanga Subcounty,"St. Peter,Busibo",DQT0OSOZ3sf,"St. Peter,Busibo",,,1329.0,,,9.0,9.0,98.0,36.0,1.0,60.0,32.0,24.0,28.0,32.0,24.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,128.0,,,9.0,126.0,2.0
202306,June 2023,202306,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,St. Theresa Kabogwe Health Centre II,Khcb8YYpw8O,St. Theresa Kabogwe Health Centre II,,,56.0,6.0,,2.0,2.0,24.0,11.0,,15.0,10.0,12.0,13.0,10.0,12.0,17.0,,,,,,,,9.0,,,,,,,,,,,,,,19.0,,,2.0,30.0,21.0
202306,June 2023,202306,,MOH - Uganda,North Central,Mukono District,Nama Subcounty,Takajjunge Health Centre III,RfweVyD8d7w,Takajjunge Health Centre III,,,393.0,42.0,59.0,24.0,110.0,121.0,33.0,23.0,91.0,47.0,40.0,42.0,47.0,41.0,50.0,25.0,,,,,,,,,,,,,,,,,,,,,221.0,,,110.0,349.0,517.0
202306,June 2023,202306,,MOH - Uganda,Tooro,Kyenjojo District,Butiiti Subcounty,Villa Maria (Kaihura) Health Centre II,aYcV6yUPUF5,Villa Maria (Kaihura) Health Centre II,,,226.0,,77.0,18.0,45.0,119.0,31.0,0.0,43.0,18.0,28.0,15.0,18.0,42.0,42.0,,,,,,,,,,,54.0,,20.0,4.0,,,18.0,,,,,40.0,,,45.0,48.0,
202306,June 2023,202306,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Virika Hospital,uiLzeURGsDn,Virika Hospital,,,1245.0,404.0,356.0,92.0,66.0,246.0,127.0,127.0,102.0,102.0,101.0,110.0,102.0,101.0,93.0,,,,,,,,,,,,,,,,,90.0,,,,,348.0,,,66.0,385.0,897.0
202306,June 2023,202306,,MOH - Uganda,South Central,Wakiso District,Gombe Division,Wanda Matugga Health Centre IV,MtdbKasioFr,Wanda Matugga Health Centre IV,,,624.0,11.0,,18.0,140.0,52.0,53.0,,46.0,25.0,26.0,19.0,26.0,26.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,46.0,26.0
202306,June 2023,202306,,MOH - Uganda,Tooro,Kyegegwa District,Kabweza-Kyegegwa Subcounty,Wekomiire St. Thereza Health Centre III,Fz5Ar828O0m,Wekomiire St. Thereza Health Centre III,,,266.0,,81.0,27.0,69.0,88.0,28.0,,43.0,38.0,42.0,43.0,38.0,42.0,54.0,29.0,,,,,,,,,,,,,,,,27.0,,,,,124.0,,,69.0,30.0,1.0
202306,June 2023,202306,,MOH - Uganda,Tooro,Bunyangabu District,Kibiito Town Council,Yerya Health Centre III,z3ldDiQ4JHT,Yerya Health Centre III,,,253.0,1.0,91.0,24.0,46.0,129.0,23.0,,39.0,25.0,34.0,25.0,25.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,43.0,29.0,11.0
202307,July 2023,202307,,MOH - Uganda,North Central,Nakaseke District,Nakaseke Town Council,Access Life Care Health Centre II,BQl9b7pSAhx,Access Life Care Health Centre II,,,512.0,540.0,,5.0,8.0,31.0,10.0,0.0,16.0,17.0,14.0,15.0,16.0,12.0,24.0,0.0,0.0,18.0,6.0,0.0,,65.0,53.0,,,0.0,,29.0,5.0,0.0,0.0,0.0,0.0,21.0,5.0,22.0,35.0,0.0,0.0,8.0,61.0,0.0
202307,July 2023,202307,,MOH - Uganda,Kampala,Kampala District,Central Division,Adventist Medical Centre,aWtkpwtp9JE,Adventist Medical Centre,,,163.0,27.0,15.0,2.0,23.0,16.0,2.0,2.0,28.0,6.0,2.0,,13.0,15.0,8.0,3.0,0.0,0.0,0.0,6.0,,1.0,50.0,,,4.0,,1.0,1.0,,0.0,0.0,0.0,3.0,0.0,1.0,61.0,0.0,0.0,23.0,17.0,24.0
202307,July 2023,202307,,MOH - Uganda,North Central,Mityana District,Kakindu Subcounty,Arch Bishop Kiwanuka Mayirye Health Centre III,MGoloBUb8vi,Arch Bishop Kiwanuka Mayirye Health Centre III,,,81.0,15.0,22.0,5.0,17.0,17.0,14.0,,16.0,16.0,11.0,14.0,16.0,11.0,17.0,,,,,,,,,,,,,,,,,,,,,,236.0,,,17.0,16.0,99.0
202307,July 2023,202307,,MOH - Uganda,South Central,Wakiso District,Wakiso Subcounty,Bbira Ngo Health Centre II,alzSFDpdbba,Bbira Ngo Health Centre II,,,260.0,57.0,,26.0,101.0,407.0,232.0,208.0,196.0,241.0,259.0,228.0,236.0,245.0,316.0,,,4.0,,,,4.0,32.0,,,,,13.0,2.0,,,,,,,8.0,,,,96.0,,
202307,July 2023,202307,,MOH - Uganda,North Central,Luwero District,Luweero Town Council,Bishop Ascili Hospital,adofLhuj4HH,Bishop Ascili Hospital,,,948.0,562.0,300.0,101.0,108.0,206.0,245.0,108.0,79.0,21.0,11.0,71.0,93.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,902.0,,,108.0,137.0,220.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Kamuli District,Kitayunjwa Subcounty,Budhatemwa Health Centre II,M7IdNzIwa32,Budhatemwa Health Centre II,,,521.0,65.0,,42.0,86.0,72.0,90.0,90.0,83.0,46.0,41.0,37.0,46.0,41.0,72.0,,,,,2.0,,26.0,29.0,,,35.0,,33.0,,,,,,14.0,,14.0,,,,87.0,99.0,98.0
202307,July 2023,202307,,MOH - Uganda,North Central,Luwero District,Busiika Town Council,Bugema University Health Centre III,hrEjabfmkqU,Bugema University Health Centre III,,,1225.0,37.0,,9.0,10.0,183.0,16.0,16.0,91.0,78.0,50.0,49.0,38.0,24.0,40.0,11.0,,,,,,14.0,16.0,,,4.0,,,1.0,,,,,7.0,,,6.0,,,10.0,322.0,846.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Kamuli District,Butansi Subcounty,Bugeywa Health Centre II,b9niqLqoyqP,Bugeywa Health Centre II,,,713.0,6.0,40.0,40.0,202.0,169.0,88.0,,50.0,67.0,82.0,50.0,67.0,82.0,67.0,,,5.0,8.0,9.0,,85.0,108.0,,,35.0,,35.0,,,,,,,,9.0,,,,202.0,185.0,188.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Kamuli District,Bugulumbya Subcounty,Bugulumbya Flep Health Centre II,ptjWwKVSEsQ,Bugulumbya Flep Health Centre II,,,597.0,9.0,,4.0,4.0,33.0,19.0,,53.0,29.0,27.0,24.0,29.0,27.0,13.0,,,10.0,,,,90.0,182.0,,,11.0,,,,,,,,4.0,,88.0,9.0,,,4.0,13.0,26.0
202307,July 2023,202307,,MOH - Uganda,South Central,Gomba District,Kyegonza Subcounty,Bukalagi Health Centre III,tw7g2aShrXi,Bukalagi Health Centre III,,,297.0,,129.0,6.0,24.0,78.0,34.0,25.0,38.0,38.0,39.0,32.0,39.0,39.0,51.0,13.0,,,,,,,,,,,,,,,,22.0,,,,,553.0,,,24.0,365.0,472.0
202307,July 2023,202307,,MOH - Uganda,North Central,Mityana District,Kikandwa Subcounty,Bukalamuli Health Centre III,aX6RTPDgyh1,Bukalamuli Health Centre III,,,692.0,25.0,,7.0,12.0,28.0,9.0,2.0,11.0,9.0,14.0,10.0,9.0,14.0,14.0,1.0,,,,,,,,,,,,,,,2.0,4.0,,,,,18.0,,,12.0,31.0,
202307,July 2023,202307,,MOH - Uganda,Teso,Bukedea District,Bukedea Town Council,Bukedea Mission Health Centre II,aNchHEjSnch,Bukedea Mission Health Centre II,,,457.0,18.0,,29.0,86.0,78.0,48.0,48.0,63.0,67.0,65.0,63.0,67.0,65.0,57.0,,,,,,,,,,,,,,,,,,,,,,124.0,,,134.0,562.0,329.0
202307,July 2023,202307,,MOH - Uganda,North Central,Mukono District,Goma Division,Bukerere Health Centre II,l5HaUjsJOQX,Bukerere Health Centre II,,,1177.0,353.0,30.0,6.0,115.0,45.0,29.0,312.0,67.0,67.0,84.0,72.0,65.0,78.0,78.0,29.0,,,,,,,,,,,,,,,3.0,24.0,1.0,,,,59.0,,,115.0,119.0,46.0
202307,July 2023,202307,,MOH - Uganda,North Central,Kyankwanzi District,Butemba Town Council,Bukwiri COU Health Centre II,dxqfSox63Rh,Bukwiri COU Health Centre II,,,395.0,8.0,,5.0,5.0,39.0,43.0,43.0,44.0,48.0,49.0,44.0,48.0,49.0,48.0,0.0,,,,,,21.0,3.0,,,,,,,,,,,,,,,,,5.0,59.0,630.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo Flep Health Centre II,Lgs45wMr4Ua,Bupadhengo Flep Health Centre II,,,442.0,25.0,,17.0,17.0,,34.0,,55.0,54.0,50.0,46.0,54.0,46.0,73.0,,,41.0,,45.0,,56.0,57.0,,,,,,,,,,,,,8.0,,,,17.0,2355.0,1214.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Namayingo District,Banda Subcounty,Busiro Church of God Health Centre III,s3KGtzqaMyJ,Busiro Church of God Health Centre III,,,383.0,,,28.0,98.0,120.0,40.0,,46.0,40.0,30.0,28.0,27.0,28.0,51.0,,,,,,,73.0,75.0,,,10.0,,3.0,,,,,,,,,203.0,,,98.0,,23.0
202307,July 2023,202307,,MOH - Uganda,South Central,Masaka City,Nyendo-Mukungwe Division,Butende Health Centre III,S79Lcu8O003,Butende Health Centre III,,,319.0,18.0,155.0,12.0,39.0,62.0,26.0,26.0,27.0,27.0,17.0,22.0,27.0,17.0,25.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,81.0,,,39.0,48.0,33.0
202307,July 2023,202307,,MOH - Uganda,Busoga,Mayuge District,Buwaaya Subcounty,Buwaya Health Centre II,lCEffRvoU53,Buwaya Health Centre II,,,530.0,9.0,,20.0,12.0,105.0,28.0,28.0,61.0,24.0,32.0,34.0,24.0,32.0,48.0,26.0,,2.0,,,,31.0,106.0,,,2.0,,,,,,,,,,,,,,12.0,98.0,86.0
202307,July 2023,202307,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty,Buyamba Disp & Mu Health Centre III,ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,,,794.0,,,19.0,68.0,59.0,23.0,5.0,29.0,27.0,27.0,30.0,25.0,22.0,18.0,6.0,,,,,,,,,,,,,,,4.0,5.0,2.0,,,,95.0,,,68.0,18.0,
202307,July 2023,202307,,MOH - Uganda,Busoga,Buyende District,Buyanja Subcounty,Buyanja SDA Health Centre II,YYtjEbgJadL,Buyanja SDA Health Centre II,,,255.0,,,23.0,72.0,153.0,46.0,46.0,49.0,49.0,50.0,42.0,49.0,50.0,64.0,3.0,,,,,,17.0,25.0,,,,,6.0,,,,,,,,50.0,,,,72.0,104.0,65.0
202307,July 2023,202307,,MOH - Uganda,South Central,Wakiso District,Kasanje Subcounty,Buyege Health Centre III,k2a3PCnnVdI,Buyege Health Centre III,,,859.0,8.0,15.0,20.0,29.0,99.0,43.0,27.0,107.0,39.0,46.0,60.0,40.0,49.0,39.0,,,,,,,,,,,,,,,,,,,,,,145.0,,,29.0,89.0,306.0
202307,July 2023,202307,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,1522.0,,69.0,23.0,20.0,73.0,19.0,19.0,24.0,18.0,9.0,12.0,19.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,342.0,,,20.0,,
202307,July 2023,202307,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,212.0,78.0,,5.0,41.0,28.0,14.0,,40.0,23.0,11.0,17.0,23.0,13.0,25.0,,,2.0,,2.0,,10.0,22.0,,,4.0,,3.0,2.0,,,,,5.0,,19.0,,,,27.0,36.0,32.0
202307,July 2023,202307,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,125.0,3.0,47.0,25.0,57.0,16.0,6.0,,20.0,11.0,8.0,9.0,11.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,24.0,,,57.0,54.0,1.0
202307,July 2023,202307,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,999.0,61.0,471.0,76.0,83.0,473.0,102.0,82.0,159.0,79.0,83.0,80.0,79.0,83.0,89.0,27.0,,,,,,,,,,,,,,,,,,,,,183.0,,,161.0,210.0,287.0
202307,July 2023,202307,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,562.0,9.0,88.0,3.0,50.0,75.0,24.0,19.0,63.0,35.0,39.0,28.0,35.0,39.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,322.0,,,50.0,37.0,15.0
202307,July 2023,202307,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,416.0,59.0,132.0,22.0,55.0,70.0,49.0,37.0,11.0,49.0,40.0,47.0,52.0,41.0,52.0,14.0,,,,,,,,,,,,,,,,,,,,,482.0,,,55.0,169.0,29.0
202307,July 2023,202307,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,148.0,3.0,40.0,3.0,11.0,22.0,14.0,14.0,20.0,21.0,11.0,19.0,21.0,11.0,22.0,,,,,,,,,,,,,,,,,3.0,,,,,25.0,,,11.0,151.0,
202307,July 2023,202307,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,631.0,10.0,78.0,6.0,35.0,21.0,8.0,8.0,21.0,10.0,16.0,12.0,10.0,16.0,40.0,,,,,,,3.0,39.0,,,1.0,,,,,,1.0,,1.0,1.0,9.0,77.0,,,35.0,35.0,59.0
202307,July 2023,202307,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,1406.0,39.0,189.0,47.0,29.0,184.0,46.0,,40.0,9.0,21.0,31.0,39.0,21.0,7.0,8.0,,,,3.0,,6.0,18.0,,,3.0,,,1.0,,,,,,,,,,,29.0,,
202307,July 2023,202307,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,117.0,5.0,52.0,11.0,18.0,41.0,17.0,17.0,4.0,24.0,9.0,4.0,15.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,18.0,7.0,
202307,July 2023,202307,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,174.0,0.0,109.0,28.0,60.0,215.0,48.0,,34.0,34.0,31.0,30.0,34.0,31.0,40.0,,,,,,,19.0,,,,2.0,,7.0,2.0,,,,,,,,159.0,,,60.0,36.0,4.0
202307,July 2023,202307,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,382.0,66.0,14.0,,,1.0,9.0,0.0,20.0,21.0,20.0,22.0,21.0,20.0,10.0,0.0,,,,,,,29.0,,,4.0,,7.0,1.0,1.0,,6.0,,38.0,,16.0,,,,,,
202307,July 2023,202307,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,196.0,6.0,,4.0,24.0,33.0,23.0,,49.0,19.0,16.0,20.0,19.0,16.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,185.0,,,24.0,19.0,16.0
202307,July 2023,202307,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,293.0,104.0,,9.0,44.0,34.0,20.0,20.0,65.0,27.0,56.0,36.0,27.0,56.0,48.0,9.0,,,,,,,,,,,,,,,12.0,,,,,,,,,44.0,245.0,
202307,July 2023,202307,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,562.0,,,56.0,13.0,374.0,55.0,,50.0,70.0,48.0,59.0,38.0,30.0,30.0,,,,,,,12.0,,,,,,309.0,6.0,,,,,,,20.0,446.0,,,13.0,112.0,
202307,July 2023,202307,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,422.0,426.0,40.0,14.0,65.0,57.0,25.0,5.0,36.0,23.0,37.0,32.0,23.0,37.0,27.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,65.0,46.0,16.0
202307,July 2023,202307,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,682.0,17.0,12.0,4.0,8.0,15.0,5.0,4.0,14.0,5.0,10.0,8.0,7.0,10.0,17.0,4.0,,,,,,,,,,,,,,,,,,,,,214.0,,,8.0,48.0,40.0
202307,July 2023,202307,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,143.0,,19.0,18.0,18.0,69.0,20.0,13.0,21.0,21.0,21.0,15.0,21.0,21.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,454.0,,,18.0,182.0,
202307,July 2023,202307,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,449.0,8.0,62.0,7.0,24.0,37.0,17.0,17.0,15.0,14.0,20.0,15.0,17.0,20.0,18.0,5.0,,,,,,,,,,,,,,,9.0,9.0,,,,,20.0,,,24.0,14.0,
202307,July 2023,202307,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,335.0,,284.0,40.0,59.0,403.0,51.0,0.0,106.0,56.0,72.0,36.0,66.0,59.0,72.0,,,7.0,,,,45.0,78.0,,,3.0,,203.0,7.0,,,,,5.0,,6.0,122.0,,,71.0,101.0,
